	GP	GS	MIN	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OFF	DEF	TRB	AST	STL	BLK	PF	TOV	PTS	YR	POS	W	H
306	167	24	12.3	1.68	3.72	0.452	0.21	0.59	0.357	0.56	0.93	0.603	0.64	1.66	2.31	0.63	0.43	0.17	1.35	0.83	4.14	4	2	100	203
307	809	800	36.0	8.64	17.67	0.489	0.48	1.66	0.288	6.14	8.01	0.766	1.26	3.6	4.86	5.84	1.69	0.9	2.35	3.39	23.9	1	1	100	193
308	869	857	35.8	6.94	14.05	0.494	0.31	0.93	0.333	5.03	6.29	0.8	2.19	6.37	8.56	2.0	0.83	1.06	2.42	2.03	19.23	1	2	107	211
309	859	859	36.4	8.92	19.66	0.454	1.12	3.24	0.345	6.12	7.54	0.811	1.89	4.69	6.58	3.08	1.09	0.48	2.94	2.88	25.09	1	2	109	203
310	348	37	16.0	2.13	4.93	0.432	0.36	1.1	0.327	1.3	1.7	0.768	0.29	1.2	1.49	2.09	0.76	0.16	1.94	1.25	5.92	8	1	91	188
311	71	1	8.5	0.68	2.08	0.324	0.1	0.37	0.269	0.28	0.46	0.606	0.13	0.62	0.75	0.7	0.24	0.04	0.56	0.37	1.73	3	1	95	198
312	6	0	5.7	0.67	3.0	0.222	0.0	0.67	0.0	0.5	0.5	1.0	0.5	0.17	0.67	0.67	0.17	0.0	1.0	1.0	1.83	2	1	82	185
313	847	727	31.2	6.13	12.5	0.49	0.06	0.23	0.251	2.87	3.5	0.818	1.92	5.12	7.04	2.23	0.77	0.81	2.48	1.73	15.18	1	2	109	206
314	947	527	28.2	3.74	7.57	0.494	0.47	1.37	0.341	1.05	1.46	0.714	1.25	3.34	4.59	3.61	0.65	0.52	2.25	1.85	9.0	1	2	113	203
315	622	98	20.9	3.21	7.58	0.423	0.55	1.64	0.337	1.51	2.03	0.744	0.77	2.4	3.17	0.83	0.53	0.61	1.66	0.82	8.48	1	2	94	206
316	421	74	13.4	2.17	4.95	0.439	0.62	1.63	0.382	0.52	0.67	0.783	0.73	1.92	2.65	0.6	0.32	0.32	1.87	0.6	5.49	9	2	106	206
317	19	0	4.5	0.89	1.84	0.486	0.0	0.05	0.0	0.32	0.68	0.462	0.42	0.58	1.0	0.21	0.05	0.26	0.68	0.32	2.11	2	2	105	206
318	751	562	22.2	2.23	4.2	0.531	0.0	0.02	0.0	1.06	1.77	0.596	1.71	4.17	5.88	1.04	0.33	1.19	2.77	1.59	5.52	1	3	122	208
319	740	112	22.6	4.22	9.18	0.46	1.26	3.23	0.389	1.56	1.91	0.818	0.39	1.69	2.07	2.23	0.86	0.15	2.03	1.33	11.26	1	1	88	191
320	508	87	17.9	2.63	5.96	0.442	0.9	2.07	0.434	0.53	0.63	0.835	0.32	1.34	1.66	0.82	0.35	0.05	1.53	0.64	6.69	9	2	97	203
321	564	138	17.2	1.86	4.34	0.429	0.32	0.99	0.326	0.65	0.91	0.715	0.85	1.96	2.82	2.34	0.55	0.18	1.44	1.06	4.7	1	2	107	203
322	2	0	2.5	0.5	1.5	0.333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.0	0.0	0.0	1.0	2	2	108	208
323	839	345	24.2	2.4	5.99	0.401	1.2	3.14	0.384	0.59	0.75	0.777	0.29	1.82	2.11	3.97	0.69	0.07	1.49	1.41	6.59	1	1	78	191
324	1	0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1	3	128	229
325	2	0	15.9	1.0	1.5	0.667	0.0	0.0	0.0	0.0	0.0	0.0	0.5	1.5	2.0	3.5	0.0	0.0	2.0	2.0	2.0	3	1	88	191
326	731	297	20.2	3.31	7.77	0.425	0.71	2.04	0.346	0.97	1.27	0.765	0.33	1.45	1.78	1.39	0.54	0.15	1.72	0.96	8.29	1	1	91	191
327	11	0	5.0	0.36	0.82	0.444	0.0	0.0	0.0	0.27	0.45	0.6	0.45	0.55	1.0	0.18	0.0	0.27	1.27	0.18	1.0	4	3	129	208
328	638	91	16.5	1.77	4.47	0.397	1.14	2.87	0.398	0.79	0.94	0.844	0.34	1.57	1.91	0.54	0.34	0.32	1.37	0.34	5.48	1	2	98	203
329	914	346	26.4	3.45	7.79	0.443	1.96	4.53	0.432	1.18	1.34	0.881	0.32	2.81	3.13	1.83	0.71	0.34	2.19	1.1	10.04	1	2	96	201
330	67	12	9.4	1.34	2.82	0.476	0.0	0.04	0.0	0.6	1.22	0.488	1.12	1.67	2.79	0.33	0.25	0.12	1.22	0.66	3.28	2	3	118	201
331	13	4	6.2	0.62	1.31	0.471	0.0	0.0	0.0	0.08	0.15	0.5	0.15	0.46	0.62	0.08	0.0	0.0	1.46	0.69	1.31	1	3	111	213
332	861	776	31.2	6.79	13.03	0.521	0.0	0.02	0.071	2.65	3.67	0.722	2.37	7.15	9.51	2.24	0.89	0.41	3.03	2.12	16.23	1	2	121	206
333	59	39	23.4	2.85	7.25	0.393	0.36	1.32	0.269	0.83	1.05	0.79	0.61	2.14	2.75	2.2	0.97	0.56	2.46	1.37	6.88	2	2	95	201
334	9	0	3.9	0.33	1.33	0.25	0.0	0.33	0.0	0.56	0.89	0.625	0.11	0.67	0.78	0.56	0.33	0.11	0.44	0.33	1.22	2	1	86	193
335	73	0	7.8	1.07	2.29	0.467	0.0	0.01	0.0	0.58	0.9	0.636	1.04	1.53	2.58	0.15	0.14	0.22	2.12	0.56	2.71	2	3	118	208
336	162	5	11.6	1.52	3.27	0.466	0.01	0.03	0.2	0.88	1.33	0.657	1.1	1.85	2.94	0.25	0.23	0.36	2.0	0.67	3.93	4	2	118	203
337	1	0	6.0	2.0	3.0	0.667	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	4.0	1	2	111	201
338	4	0	2.6	0.25	0.25	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.25	0.0	0.0	0.0	0.5	0.0	0.5	3	2	102	206
339	10	0	11.0	1.0	3.1	0.323	0.0	0.0	0.0	0.7	1.2	0.583	1.2	1.3	2.5	0.3	0.3	0.4	1.9	0.2	2.7	2	2	125	206
340	44	4	7.4	0.34	1.2	0.283	0.0	0.0	0.0	0.48	1.07	0.447	0.61	0.95	1.57	0.36	0.32	0.14	1.34	0.39	1.16	2	2	113	211
341	113	26	18.9	2.48	5.77	0.429	0.4	1.15	0.346	1.13	1.33	0.853	0.27	1.44	1.72	3.79	0.74	0.04	2.46	1.96	6.49	3	1	79	183
342	886	694	24.4	3.17	6.09	0.521	0.0	0.01	0.083	1.35	1.91	0.706	2.58	5.25	7.84	0.52	0.49	1.74	2.94	1.43	7.69	1	3	113	211
343	108	0	6.5	0.94	2.66	0.352	0.23	0.69	0.333	0.11	0.19	0.6	0.2	0.38	0.58	0.22	0.2	0.04	0.77	0.34	2.21	4	1	84	196
344	82	4	12.9	0.82	2.7	0.303	0.16	0.54	0.295	0.7	1.01	0.687	0.82	1.51	2.33	0.82	0.59	0.15	1.15	0.5	2.49	3	1	91	198
345	25	0	5.0	0.44	1.88	0.234	0.0	0.24	0.0	0.32	0.4	0.8	0.2	0.48	0.68	0.68	0.24	0.0	0.28	0.52	1.2	3	1	88	193
346	27	0	5.0	0.48	2.07	0.232	0.0	0.22	0.0	0.22	0.44	0.5	0.19	0.81	1.0	0.3	0.0	0.22	0.7	0.37	1.19	4	2	110	206
347	737	211	21.9	2.91	7.02	0.415	1.32	3.48	0.378	0.83	1.09	0.758	0.89	2.89	3.78	1.35	0.73	0.36	2.11	1.13	7.98	1	2	107	208
348	218	21	15.4	2.83	6.67	0.424	0.42	1.33	0.314	0.99	1.32	0.749	0.52	1.71	2.22	1.09	0.54	0.3	1.42	1.31	7.06	4	2	108	206
349	943	741	28.6	3.25	5.51	0.59	0.0	0.01	0.0	2.24	3.47	0.646	3.18	6.08	9.26	0.83	0.57	1.3	2.96	1.5	8.74	1	3	109	216
350	173	13	11.6	1.26	2.66	0.474	0.01	0.08	0.143	0.26	0.51	0.511	1.29	2.13	3.42	0.54	0.14	0.27	1.16	0.65	2.79	5	2	111	208
351	303	116	22.2	2.82	7.47	0.377	0.78	2.48	0.315	0.75	1.11	0.671	1.64	4.12	5.76	0.78	0.35	1.71	1.67	0.75	7.17	6	2	100	208
352	27	4	9.9	1.19	3.33	0.356	0.15	0.56	0.267	0.33	0.37	0.9	0.19	0.59	0.78	1.48	0.7	0.04	1.11	0.63	2.85	3	1	80	185
353	341	214	18.2	2.97	5.96	0.498	0.0	0.02	0.167	1.25	1.79	0.701	1.65	2.24	3.89	0.52	0.2	0.39	2.14	0.8	7.19	8	3	114	218
354	315	168	15.9	1.84	3.76	0.49	0.0	0.0	0.0	1.07	1.63	0.657	1.38	2.54	3.93	0.32	0.23	0.71	2.19	0.85	4.75	7	3	129	218
355	95	1	10.2	1.02	2.83	0.361	0.0	0.02	0.0	0.6	1.07	0.559	0.88	1.62	2.51	0.39	0.31	0.45	1.72	0.76	2.64	3	3	116	216
356	711	486	27.2	3.86	9.24	0.418	1.42	3.8	0.373	1.58	2.05	0.772	0.8	2.69	3.49	1.53	0.9	0.19	2.26	1.01	10.73	1	1	100	201
357	997	572	26.8	3.86	9.06	0.426	1.25	3.26	0.384	2.08	2.65	0.784	0.65	3.33	3.98	2.84	0.75	0.3	2.41	1.58	11.06	1	2	100	208
358	728	86	19.4	2.49	5.98	0.416	0.61	1.75	0.349	1.38	1.72	0.799	0.18	1.14	1.32	2.2	0.64	0.1	1.68	1.1	6.96	1	1	89	191
359	592	395	19.8	1.51	2.74	0.552	0.0	0.01	0.0	0.85	1.52	0.557	1.88	4.31	6.19	0.43	0.27	1.41	2.71	0.97	3.87	1	3	111	216
360	446	190	26.3	4.2	8.91	0.472	0.05	0.29	0.168	1.65	2.8	0.59	1.29	3.62	4.91	1.88	0.86	1.11	2.3	2.0	10.11	9	2	95	206
361	757	667	30.6	5.12	10.61	0.483	0.09	0.37	0.234	1.99	3.17	0.629	1.73	5.08	6.81	1.9	1.18	1.14	3.3	1.74	12.32	1	2	109	206
362	436	256	20.1	2.87	6.26	0.459	0.01	0.03	0.231	1.73	2.45	0.704	1.98	3.3	5.28	0.51	0.29	1.02	2.9	1.23	7.48	9	3	120	213
363	289	35	20.9	3.81	8.77	0.435	0.07	0.38	0.191	1.92	2.78	0.691	1.3	3.34	4.64	1.22	0.46	0.28	2.24	1.48	9.62	6	2	112	203
364	187	58	21.7	3.5	8.3	0.422	0.22	0.65	0.339	1.81	2.23	0.813	0.66	1.52	2.19	1.21	0.59	0.1	2.02	1.09	9.04	5	1	93	196
365	69	9	12.4	1.23	2.88	0.427	0.0	0.01	0.0	1.33	1.81	0.736	1.28	1.99	3.26	0.12	0.25	0.93	2.12	0.58	3.8	5	3	116	213
366	205	40	16.2	2.21	4.8	0.46	0.0	0.05	0.1	1.19	1.8	0.659	1.27	2.76	4.03	0.79	0.47	0.39	2.26	1.02	5.61	5	2	100	203
367	167	10	11.2	1.4	3.59	0.389	0.07	0.27	0.267	0.78	1.08	0.728	0.2	0.85	1.05	1.85	0.4	0.03	1.28	1.2	3.65	6	1	93	188
368	948	836	32.7	4.87	11.71	0.416	1.2	3.5	0.342	2.68	3.74	0.716	1.21	3.42	4.62	2.75	1.79	0.55	2.67	1.87	13.62	1	2	118	201
369	835	692	34.2	5.85	14.31	0.409	1.6	4.98	0.32	2.8	3.94	0.711	0.91	2.9	3.81	7.22	1.83	0.43	2.83	2.76	16.1	1	1	98	191
370	961	684	33.4	5.01	10.81	0.463	0.69	2.21	0.312	2.6	3.75	0.693	1.89	6.49	8.39	3.7	0.88	0.93	3.03	2.34	13.3	1	2	104	208
371	262	28	14.7	1.94	4.66	0.417	0.39	1.13	0.34	1.27	1.67	0.763	0.58	1.64	2.22	0.65	0.16	0.65	1.49	0.98	5.55	8	2	92	211
372	1041	867	33.3	6.31	12.6	0.501	0.0	0.02	0.1	3.48	4.73	0.736	3.16	5.46	8.62	2.08	0.9	1.75	2.96	1.97	16.1	1	2	115	206
373	1280	935	31.2	4.69	10.19	0.46	0.15	0.69	0.218	3.12	3.87	0.807	1.07	2.65	3.72	6.62	1.2	0.18	2.24	2.42	12.65	1	1	91	191
374	1163	1062	34.5	6.27	12.95	0.484	0.68	2.06	0.331	2.0	2.47	0.81	2.35	6.34	8.69	1.89	1.51	1.06	2.18	1.5	15.22	1	2	103	201
375	119	5	14.6	1.85	4.45	0.416	0.72	1.82	0.396	1.02	1.12	0.91	0.24	1.09	1.34	1.28	0.47	0.12	1.5	0.82	5.44	4	1	91	193
376	15	6	10.1	0.53	1.73	0.308	0.0	0.0	0.0	0.67	1.07	0.625	0.73	1.67	2.4	0.47	0.13	0.2	2.47	1.33	1.73	4	3	113	221
377	142	1	8.5	0.96	2.92	0.33	0.28	1.11	0.255	0.46	0.64	0.714	0.12	0.54	0.65	1.4	0.24	0.04	0.88	0.75	2.67	4	1	89	188
378	797	546	30.0	3.95	8.33	0.474	0.46	1.49	0.31	3.48	4.61	0.754	1.76	3.7	5.46	2.72	1.38	1.83	2.01	1.9	11.83	1	2	107	206
379	142	0	9.7	1.15	2.84	0.404	0.01	0.08	0.182	0.68	0.88	0.768	0.63	1.28	1.92	0.2	0.3	0.32	1.09	0.3	2.99	3	2	111	208
380	159	20	11.7	1.46	3.67	0.397	0.23	0.7	0.333	0.42	0.58	0.71	0.45	0.87	1.32	0.6	0.37	0.23	2.11	0.62	3.57	4	2	98	201
381	43	0	6.1	0.6	1.84	0.329	0.02	0.07	0.333	0.35	0.53	0.652	0.53	0.53	1.07	0.26	0.05	0.21	0.77	0.3	1.58	4	2	96	201
382	864	480	26.9	2.89	7.05	0.41	1.2	3.43	0.349	1.61	1.97	0.82	0.87	3.83	4.7	1.64	1.06	0.34	2.7	1.14	8.59	1	2	98	203
383	632	406	27.4	3.65	7.86	0.465	0.09	0.38	0.244	1.9	2.71	0.699	2.29	4.58	6.87	1.54	0.83	0.44	2.5	1.67	9.3	1	2	111	201
384	199	23	19.1	2.62	6.83	0.383	0.55	1.71	0.321	1.16	1.59	0.726	0.59	1.28	1.87	2.68	0.88	0.16	1.94	1.3	6.94	4	1	86	193
385	471	116	20.8	2.75	6.48	0.424	0.9	2.59	0.349	0.66	0.94	0.704	1.17	3.05	4.22	0.87	0.65	0.31	1.85	0.82	7.06	8	2	99	203
386	15	0	6.9	0.73	1.87	0.393	0.0	0.0	0.0	0.73	1.13	0.647	0.73	1.47	2.2	0.2	0.33	0.07	0.87	0.2	2.2	5	2	107	208
387	448	19	12.5	1.52	3.7	0.41	0.54	1.44	0.373	0.62	0.84	0.736	0.9	1.84	2.74	0.73	0.41	0.19	1.52	0.56	4.18	8	2	109	206
388	563	437	25.8	3.96	8.49	0.466	0.85	2.34	0.363	1.35	1.89	0.711	1.77	4.31	6.08	1.08	0.49	1.63	3.31	0.91	10.11	1	2	111	211
389	788	666	29.4	3.89	9.77	0.398	1.57	4.8	0.327	1.14	1.4	0.813	0.24	2.05	2.3	5.85	1.18	0.08	1.4	2.09	10.49	1	1	86	185
390	500	393	26.3	3.58	8.22	0.435	0.0	0.0	0.0	1.12	1.87	0.597	1.9	4.93	6.83	0.65	0.45	1.39	3.04	1.8	8.27	9	3	122	213
391	1279	1242	35.1	6.68	14.96	0.446	1.62	4.39	0.37	5.38	6.67	0.806	0.85	4.91	5.76	3.64	1.35	0.57	2.75	2.72	20.35	1	2	107	201
392	587	84	15.0	2.12	4.83	0.439	0.0	0.01	0.125	0.66	0.84	0.791	0.99	2.34	3.33	0.58	0.34	0.36	2.24	0.64	4.91	1	3	119	211
393	353	64	22.6	3.34	6.68	0.5	0.0	0.05	0.053	1.48	2.3	0.645	1.86	4.08	5.94	0.91	0.52	1.62	2.87	1.33	8.16	6	3	100	211
394	212	206	35.3	5.75	13.32	0.432	1.36	3.38	0.402	2.5	3.19	0.784	0.84	2.03	2.87	2.6	1.0	0.4	2.6	1.92	15.36	6	1	86	196
395	665	348	26.4	4.36	9.07	0.481	0.24	0.71	0.333	2.54	3.37	0.753	1.93	3.14	5.06	1.36	0.75	0.17	2.63	1.51	11.5	1	2	104	201
396	243	46	16.3	1.72	4.51	0.382	0.62	1.66	0.371	0.38	0.46	0.83	0.23	0.98	1.21	2.16	0.51	0.04	1.2	0.86	4.45	6	1	84	188
397	811	593	22.2	3.17	6.31	0.502	0.0	0.02	0.077	0.47	0.8	0.585	1.87	3.24	5.11	1.03	0.41	1.15	2.7	0.92	6.81	1	3	116	213
398	17	0	5.3	0.82	2.24	0.368	0.0	0.35	0.0	0.29	0.47	0.625	0.76	1.18	1.94	0.29	0.18	0.06	0.82	0.47	1.94	2	2	113	206
399	552	107	20.0	2.68	6.42	0.417	1.14	2.88	0.398	0.78	0.96	0.806	0.62	2.02	2.64	0.8	0.44	0.19	2.31	0.76	7.28	1	2	108	206
400	113	45	18.8	2.99	7.32	0.409	0.04	0.4	0.111	1.2	1.47	0.819	0.81	1.92	2.73	1.1	0.36	0.12	1.75	1.24	7.23	4	2	100	203
401	249	80	16.6	2.21	5.12	0.432	0.19	0.59	0.327	1.2	1.83	0.659	0.85	1.57	2.43	1.01	0.65	0.25	1.81	1.02	5.82	6	2	90	196
402	981	445	28.5	5.13	11.54	0.444	1.0	2.83	0.352	2.25	3.09	0.727	1.52	4.06	5.59	1.68	0.87	0.25	3.13	1.87	13.49	1	2	111	206
403	68	5	11.1	1.76	3.46	0.511	0.13	0.37	0.36	0.5	0.68	0.739	0.41	0.76	1.18	0.53	0.49	0.04	1.97	0.5	4.16	3	1	98	193
404	153	16	14.3	2.07	5.31	0.39	0.37	1.29	0.289	0.94	1.44	0.652	0.55	1.14	1.69	0.93	0.46	0.31	2.07	1.07	5.46	6	1	91	198
405	837	428	21.1	2.56	5.24	0.488	0.01	0.09	0.162	0.94	1.36	0.69	1.64	3.48	5.12	0.62	0.5	0.85	2.63	0.84	6.07	1	2	104	211
406	432	278	31.0	5.76	13.43	0.429	0.14	0.56	0.25	1.97	2.44	0.808	0.89	2.22	3.11	2.13	1.06	0.26	2.04	1.58	13.64	8	1	95	201
407	824	410	25.9	4.2	9.61	0.437	1.17	3.17	0.369	1.91	2.52	0.758	0.98	3.12	4.1	1.54	0.74	0.36	2.74	1.48	11.47	1	2	109	208
408	733	269	17.8	1.8	3.77	0.477	0.0	0.0	0.0	0.48	0.96	0.499	1.77	2.95	4.72	0.47	0.36	1.62	2.15	0.81	4.08	1	3	113	208
409	440	175	20.1	2.72	5.76	0.472	0.0	0.03	0.167	2.77	3.54	0.785	2.72	4.52	7.24	0.69	0.41	0.22	3.53	1.49	8.22	1	2	118	201
410	236	145	20.4	3.05	7.31	0.417	0.08	0.32	0.237	1.58	2.24	0.703	1.21	2.08	3.29	1.13	0.78	0.36	2.06	1.31	7.75	8	2	101	198
411	659	88	17.4	2.26	5.55	0.407	0.65	1.92	0.34	1.61	1.88	0.861	1.06	2.96	4.02	0.95	0.37	0.33	1.66	1.0	6.79	1	2	107	206
412	534	227	25.0	4.63	9.92	0.466	0.01	0.06	0.152	1.76	2.48	0.711	1.48	3.11	4.59	1.17	0.46	0.49	3.0	1.82	11.03	1	2	120	206
413	541	246	19.6	2.08	4.1	0.507	0.0	0.02	0.077	1.32	2.05	0.644	1.63	3.68	5.31	0.45	0.54	1.27	2.49	0.83	5.47	1	3	116	211
414	54	9	16.0	1.85	4.61	0.402	0.52	1.31	0.394	0.52	0.72	0.718	0.67	1.56	2.22	0.48	0.59	0.37	2.3	0.81	4.74	5	2	100	206
415	155	23	13.9	1.95	4.74	0.413	0.03	0.19	0.138	1.31	1.74	0.755	1.15	2.3	3.45	0.82	0.5	0.42	2.41	0.95	5.25	3	3	115	213
416	60	6	13.5	2.17	6.4	0.339	0.5	1.47	0.341	1.38	1.7	0.814	0.27	0.95	1.22	0.77	0.45	0.2	1.72	0.98	6.22	3	1	95	191
417	45	4	10.0	1.13	3.49	0.325	0.02	0.24	0.091	0.6	1.07	0.562	0.6	1.56	2.16	0.87	0.49	0.24	1.4	0.93	2.89	2	2	103	198
418	16	0	6.9	0.81	1.81	0.448	0.0	0.0	0.0	0.19	0.5	0.375	0.5	0.62	1.12	0.19	0.12	0.06	1.31	0.56	1.81	7	3	111	213
419	141	36	14.0	2.11	5.15	0.409	0.51	1.77	0.288	0.45	0.74	0.606	0.4	1.01	1.42	0.88	0.62	0.5	1.45	0.79	5.17	6	1	88	193
420	914	902	41.1	9.26	21.78	0.425	1.16	3.7	0.313	6.97	8.94	0.78	0.82	2.9	3.71	6.15	2.17	0.18	1.94	3.57	26.66	1	1	75	183
421	973	786	29.5	3.87	8.3	0.466	0.02	0.09	0.205	1.76	2.62	0.67	2.68	7.09	9.78	1.89	0.99	2.39	2.76	1.4	9.52	1	3	109	211
422	825	699	34.8	6.54	13.87	0.472	0.19	0.62	0.297	4.83	5.96	0.81	2.25	5.25	7.51	2.53	0.98	0.78	2.8	2.57	18.09	1	2	102	206
423	1300	1150	35.6	6.59	14.58	0.452	2.29	5.71	0.4	3.38	3.78	0.894	0.95	3.11	4.06	3.35	1.12	0.19	2.2	2.08	18.85	1	1	93	196
424	893	707	35.3	6.81	16.47	0.414	1.55	4.77	0.325	2.34	3.7	0.633	2.12	5.6	7.72	3.55	1.22	0.53	2.82	2.8	17.52	1	2	120	206
425	507	455	33.4	5.48	12.5	0.439	1.37	3.63	0.378	1.8	2.31	0.78	1.01	2.9	3.91	2.55	1.6	0.43	1.76	1.22	14.13	9	1	81	196
426	445	143	17.1	2.1	4.55	0.462	0.0	0.02	0.111	1.13	1.79	0.63	1.41	3.29	4.69	0.57	0.3	0.71	2.01	0.91	5.34	1	2	113	206
427	225	23	11.1	1.4	3.34	0.421	0.0	0.02	0.0	0.89	1.34	0.668	1.07	1.93	3.0	0.2	0.15	0.27	1.56	0.64	3.7	6	3	116	211
428	1306	1158	36.4	8.79	19.55	0.449	1.33	4.03	0.331	6.31	7.54	0.836	1.13	4.16	5.29	4.76	1.46	0.48	2.52	3.01	25.21	1	1	96	198
429	804	665	33.5	6.0	13.33	0.45	2.19	5.46	0.401	2.78	3.11	0.895	0.93	3.77	4.7	1.75	0.93	0.13	1.74	1.36	16.97	1	2	104	208
430	1217	1053	31.3	5.19	10.59	0.49	1.38	3.24	0.428	2.51	2.78	0.904	0.53	2.46	2.99	8.49	0.74	0.08	1.63	2.86	14.29	1	1	81	191
431	545	104	21.5	3.44	8.43	0.408	0.87	2.52	0.343	1.35	1.76	0.769	0.64	1.84	2.48	1.88	0.82	0.14	1.58	1.05	9.1	1	1	86	185
432	381	45	16.1	3.02	6.55	0.462	0.04	0.13	0.294	1.53	2.06	0.74	0.86	1.92	2.78	0.74	0.35	0.57	1.85	1.23	7.61	7	2	102	203
433	593	108	17.5	1.84	4.7	0.392	0.77	2.22	0.346	0.7	1.01	0.698	0.69	1.93	2.62	1.13	0.64	0.29	2.04	0.88	5.15	1	2	104	208
434	15	0	6.1	1.27	3.8	0.333	0.4	1.53	0.261	0.0	0.0	0.0	0.2	0.4	0.6	0.33	0.13	0.2	0.8	0.73	2.93	4	2	100	203
435	137	50	16.9	2.1	4.35	0.483	0.01	0.01	0.5	0.55	1.03	0.532	1.31	2.21	3.53	0.42	0.19	1.53	1.96	0.74	4.76	5	2	107	208
436	1288	730	25.4	2.89	7.24	0.399	0.97	2.59	0.374	1.57	1.92	0.817	0.32	1.74	2.06	2.95	1.05	0.08	2.08	1.14	8.32	1	1	95	185
437	102	1	10.8	1.41	3.71	0.381	0.36	1.06	0.343	0.49	0.6	0.82	0.55	1.06	1.61	0.75	0.34	0.18	1.13	0.41	3.68	3	2	100	203
438	74	0	7.1	1.38	2.92	0.472	0.0	0.01	0.0	0.69	1.24	0.554	0.58	1.35	1.93	0.45	0.11	0.35	1.38	1.12	3.45	4	3	147	224
439	371	58	12.3	1.41	3.21	0.438	0.04	0.16	0.259	0.58	0.84	0.696	1.19	1.94	3.13	0.6	0.37	0.59	2.17	0.66	3.44	8	3	107	213
440	307	35	15.8	1.91	4.91	0.389	0.77	2.18	0.354	0.87	1.15	0.756	0.25	1.31	1.57	2.72	0.86	0.12	1.67	1.52	5.46	7	1	84	185
441	756	321	19.5	1.77	3.65	0.486	0.0	0.01	0.1	1.1	1.94	0.569	1.95	3.53	5.48	0.59	0.25	1.71	2.48	0.9	4.65	1	3	127	218
442	28	1	5.0	1.07	2.86	0.375	0.14	0.89	0.16	0.93	1.21	0.765	0.43	0.43	0.86	0.18	0.29	0.04	0.96	0.21	3.21	3	2	95	201
443	118	8	9.8	1.16	2.75	0.423	0.0	0.02	0.0	0.57	0.89	0.638	1.14	1.92	3.06	0.31	0.26	0.41	1.83	0.83	2.89	4	2	109	206
444	708	150	21.4	2.83	6.56	0.431	0.38	1.09	0.345	1.56	1.87	0.835	0.32	1.44	1.76	3.45	0.93	0.08	2.28	1.31	7.59	1	1	83	180
445	135	23	9.8	1.19	2.93	0.408	0.01	0.03	0.25	0.96	1.23	0.783	0.8	1.32	2.12	0.24	0.1	0.09	1.79	0.51	3.36	3	3	121	213
446	462	170	19.6	2.76	5.74	0.481	0.0	0.02	0.0	1.77	2.77	0.637	1.82	2.56	4.38	0.91	0.45	0.24	2.48	1.4	7.29	9	2	116	203
447	51	0	7.9	0.76	2.33	0.328	0.35	1.29	0.273	0.55	0.69	0.8	0.04	0.45	0.49	0.96	0.33	0.02	0.75	0.9	2.43	2	1	85	188
448	657	205	23.7	2.92	7.04	0.414	0.64	1.98	0.325	2.12	3.08	0.689	0.89	2.52	3.41	3.77	0.98	0.22	2.25	1.87	8.61	1	1	91	196
449	658	307	23.9	2.83	6.82	0.415	0.33	1.05	0.318	2.57	3.5	0.736	1.07	2.18	3.25	1.42	0.83	0.16	2.43	1.2	8.57	1	2	100	203
450	822	294	22.8	4.38	8.95	0.49	0.01	0.05	0.136	2.35	3.3	0.714	1.48	2.4	3.87	1.18	0.56	0.32	2.74	1.6	11.13	1	2	111	201
451	472	151	15.8	1.84	3.92	0.47	0.02	0.08	0.211	0.66	1.05	0.63	1.19	2.41	3.61	0.56	0.44	0.65	1.97	0.6	4.36	9	3	107	211
452	128	34	16.1	1.95	5.3	0.367	0.22	0.98	0.222	0.84	1.12	0.755	0.9	1.57	2.47	0.8	0.57	0.18	1.5	0.64	4.95	4	2	101	203
453	172	5	13.7	1.83	4.42	0.414	0.56	1.66	0.34	0.72	0.88	0.816	0.47	0.84	1.31	1.03	0.53	0.04	1.12	0.73	4.95	5	1	88	185
454	395	341	30.6	5.06	10.65	0.475	0.01	0.07	0.074	2.39	3.41	0.703	2.17	4.78	6.95	1.58	0.51	0.76	3.46	1.88	12.52	7	3	125	213
455	1450	1413	34.7	7.23	14.55	0.497	0.12	0.44	0.276	3.37	4.27	0.79	2.21	7.88	10.09	3.74	1.28	1.4	2.44	2.19	17.95	2	2	109	211
456	506	130	19.5	3.54	7.08	0.501	0.01	0.1	0.08	1.54	2.39	0.643	1.66	2.83	4.5	1.0	0.44	0.34	2.17	1.18	8.63	1	2	113	203
457	688	668	36.8	8.1	17.63	0.459	0.9	2.65	0.34	3.59	4.38	0.82	1.49	4.59	6.09	2.73	1.2	0.56	2.68	3.12	20.69	1	2	102	201
458	41	1	8.0	0.66	2.02	0.325	0.0	0.07	0.0	0.63	0.93	0.684	0.29	0.85	1.15	0.1	0.15	0.44	1.0	0.32	1.95	3	2	122	208
459	102	4	5.1	0.77	2.18	0.356	0.05	0.24	0.208	0.1	0.19	0.526	0.31	0.74	1.05	0.18	0.15	0.13	1.04	0.29	1.7	7	3	100	218
